model,subset_size,repeat,cosine_to_disjoint_confirmation
sft,8,0,0.9985873103141785
sft,8,1,0.9983364939689636
sft,8,2,0.9980707168579102
sft,8,3,0.9960393309593201
sft,8,4,0.9979655742645264
sft,8,5,0.9967254996299744
sft,8,6,0.998487651348114
sft,8,7,0.9972633719444275
sft,8,8,0.9941805005073547
sft,8,9,0.9988663196563721
sft,8,10,0.997384250164032
sft,8,11,0.9990237355232239
sft,8,12,0.9986758232116699
sft,8,13,0.9956874847412109
sft,8,14,0.9955324530601501
sft,8,15,0.998458981513977
sft,8,16,0.9982078075408936
sft,8,17,0.9973273873329163
sft,8,18,0.9982009530067444
sft,8,19,0.9962915182113647
sft,8,20,0.9967171549797058
sft,8,21,0.9986168146133423
sft,8,22,0.997410774230957
sft,8,23,0.9967697858810425
sft,8,24,0.9980555772781372
sft,8,25,0.9981421232223511
sft,8,26,0.9980416893959045
sft,8,27,0.9968306422233582
sft,8,28,0.9981744289398193
sft,8,29,0.996386706829071
sft,8,30,0.9957162141799927
sft,8,31,0.9980736374855042
sft,8,32,0.9968274831771851
sft,8,33,0.9973805546760559
sft,8,34,0.9966665506362915
sft,8,35,0.9985153079032898
sft,8,36,0.9980940222740173
sft,8,37,0.9979420304298401
sft,8,38,0.99757319688797
sft,8,39,0.9990620017051697
sft,8,40,0.9986280798912048
sft,8,41,0.995842695236206
sft,8,42,0.9971953630447388
sft,8,43,0.9975582361221313
sft,8,44,0.9978641867637634
sft,8,45,0.9974970817565918
sft,8,46,0.9987313747406006
sft,8,47,0.9965680837631226
sft,8,48,0.9989638328552246
sft,8,49,0.9978088736534119
sft,8,50,0.9915742874145508
sft,8,51,0.9973894953727722
sft,8,52,0.9950801134109497
sft,8,53,0.9980828166007996
sft,8,54,0.9976992011070251
sft,8,55,0.9957185983657837
sft,8,56,0.998565673828125
sft,8,57,0.997750997543335
sft,8,58,0.9981696009635925
sft,8,59,0.9973832368850708
sft,8,60,0.997531533241272
sft,8,61,0.998139500617981
sft,8,62,0.9983812570571899
sft,8,63,0.9981793165206909
sft,8,64,0.9980673789978027
sft,8,65,0.9984892010688782
sft,8,66,0.9985616207122803
sft,8,67,0.9980660676956177
sft,8,68,0.9972811341285706
sft,8,69,0.9974018335342407
sft,8,70,0.9971336722373962
sft,8,71,0.9963287711143494
sft,8,72,0.997773289680481
sft,8,73,0.9979037642478943
sft,8,74,0.9971810579299927
sft,8,75,0.9983546733856201
sft,8,76,0.9981937408447266
sft,8,77,0.9978726506233215
sft,8,78,0.9986518025398254
sft,8,79,0.994806706905365
sft,8,80,0.9972590804100037
sft,8,81,0.9973253011703491
sft,8,82,0.9979082345962524
sft,8,83,0.9985690116882324
sft,8,84,0.998153567314148
sft,8,85,0.993748664855957
sft,8,86,0.9958690404891968
sft,8,87,0.9970861077308655
sft,8,88,0.9979044795036316
sft,8,89,0.9956388473510742
sft,8,90,0.9970921277999878
sft,8,91,0.9970209002494812
sft,8,92,0.9972386956214905
sft,8,93,0.995074450969696
sft,8,94,0.9980686902999878
sft,8,95,0.9923129677772522
sft,8,96,0.9980758428573608
sft,8,97,0.9968512058258057
sft,8,98,0.998849630355835
sft,8,99,0.9942318201065063
sft,8,100,0.9981949329376221
sft,8,101,0.9983493089675903
sft,8,102,0.9976987838745117
sft,8,103,0.9954444169998169
sft,8,104,0.9979206323623657
sft,8,105,0.9991621971130371
sft,8,106,0.9951167702674866
sft,8,107,0.9971230030059814
sft,8,108,0.9947317242622375
sft,8,109,0.997972309589386
sft,8,110,0.9978129863739014
sft,8,111,0.9979962706565857
sft,8,112,0.9982243776321411
sft,8,113,0.9976994395256042
sft,8,114,0.9965578317642212
sft,8,115,0.9953105449676514
sft,8,116,0.99846351146698
sft,8,117,0.9986518621444702
sft,8,118,0.9939895868301392
sft,8,119,0.9968672394752502
sft,8,120,0.9968987703323364
sft,8,121,0.9960029721260071
sft,8,122,0.9934726357460022
sft,8,123,0.9972443580627441
sft,8,124,0.9982547760009766
sft,8,125,0.9977617263793945
sft,8,126,0.9988096356391907
sft,8,127,0.9969581365585327
sft,8,128,0.9964941143989563
sft,8,129,0.9975093603134155
sft,8,130,0.9982200264930725
sft,8,131,0.9969525337219238
sft,8,132,0.9973289966583252
sft,8,133,0.9885035157203674
sft,8,134,0.9962145686149597
sft,8,135,0.9982429146766663
sft,8,136,0.9968664050102234
sft,8,137,0.9960001111030579
sft,8,138,0.9983340501785278
sft,8,139,0.9980360865592957
sft,8,140,0.9987407922744751
sft,8,141,0.9940168857574463
sft,8,142,0.9982110857963562
sft,8,143,0.998643159866333
sft,8,144,0.992113471031189
sft,8,145,0.9976105690002441
sft,8,146,0.9965066909790039
sft,8,147,0.997772216796875
sft,8,148,0.9982422590255737
sft,8,149,0.9971120357513428
sft,8,150,0.9985030293464661
sft,8,151,0.9975582957267761
sft,8,152,0.9978227019309998
sft,8,153,0.9970859885215759
sft,8,154,0.9984824657440186
sft,8,155,0.9946274757385254
sft,8,156,0.9934752583503723
sft,8,157,0.9989209771156311
sft,8,158,0.9974825978279114
sft,8,159,0.9975193738937378
sft,8,160,0.9947495460510254
sft,8,161,0.9986635446548462
sft,8,162,0.9989465475082397
sft,8,163,0.9981375932693481
sft,8,164,0.9971332550048828
sft,8,165,0.9977188110351562
sft,8,166,0.9980915784835815
sft,8,167,0.9970301985740662
sft,8,168,0.997348427772522
sft,8,169,0.9964607954025269
sft,8,170,0.9961720705032349
sft,8,171,0.9984475374221802
sft,8,172,0.9987925291061401
sft,8,173,0.996985912322998
sft,8,174,0.9948923587799072
sft,8,175,0.9987778067588806
sft,8,176,0.9952811598777771
sft,8,177,0.9974145293235779
sft,8,178,0.9970622062683105
sft,8,179,0.9964678883552551
sft,8,180,0.9986671209335327
sft,8,181,0.9911767244338989
sft,8,182,0.9941744208335876
sft,8,183,0.995934009552002
sft,8,184,0.9946535229682922
sft,8,185,0.9965943694114685
sft,8,186,0.9986651539802551
sft,8,187,0.9935736060142517
sft,8,188,0.998446524143219
sft,8,189,0.9943870306015015
sft,8,190,0.9946074485778809
sft,8,191,0.9988768100738525
sft,8,192,0.9986989498138428
sft,8,193,0.9965509176254272
sft,8,194,0.9979342818260193
sft,8,195,0.997718334197998
sft,8,196,0.996834933757782
sft,8,197,0.9979971051216125
sft,8,198,0.9987998008728027
sft,8,199,0.9989166855812073
sft,8,200,0.9975192546844482
sft,8,201,0.99521803855896
sft,8,202,0.9958282113075256
sft,8,203,0.9974764585494995
sft,8,204,0.9980478882789612
sft,8,205,0.993300199508667
sft,8,206,0.9989354014396667
sft,8,207,0.9959151744842529
sft,8,208,0.9971566200256348
sft,8,209,0.9979197978973389
sft,8,210,0.9988684058189392
sft,8,211,0.9964450001716614
sft,8,212,0.9954520463943481
sft,8,213,0.995262086391449
sft,8,214,0.9985876679420471
sft,8,215,0.9957566261291504
sft,8,216,0.9984185695648193
sft,8,217,0.9963969588279724
sft,8,218,0.9974536895751953
sft,8,219,0.9970365166664124
sft,8,220,0.9963765144348145
sft,8,221,0.9977826476097107
sft,8,222,0.9973244071006775
sft,8,223,0.998444139957428
sft,8,224,0.9908229112625122
sft,8,225,0.9973907470703125
sft,8,226,0.9974451065063477
sft,8,227,0.9938299655914307
sft,8,228,0.9986891746520996
sft,8,229,0.9978393912315369
sft,8,230,0.9983784556388855
sft,8,231,0.9981426000595093
sft,8,232,0.9958734512329102
sft,8,233,0.998123824596405
sft,8,234,0.997223973274231
sft,8,235,0.9985747337341309
sft,8,236,0.996489942073822
sft,8,237,0.997201144695282
sft,8,238,0.997412919998169
sft,8,239,0.9949416518211365
sft,8,240,0.9962068796157837
sft,8,241,0.991828441619873
sft,8,242,0.9981155395507812
sft,8,243,0.9988042116165161
sft,8,244,0.9992446303367615
sft,8,245,0.9976335167884827
sft,8,246,0.9959132671356201
sft,8,247,0.9977424144744873
sft,8,248,0.9973171353340149
sft,8,249,0.9932286739349365
sft,8,250,0.9961967468261719
sft,8,251,0.9950799942016602
sft,8,252,0.997519850730896
sft,8,253,0.9981114864349365
sft,8,254,0.995124876499176
sft,8,255,0.9963575005531311
sft,8,256,0.9987809658050537
sft,8,257,0.9948527216911316
sft,8,258,0.9987595081329346
sft,8,259,0.9949294328689575
sft,8,260,0.9981854557991028
sft,8,261,0.9938159584999084
sft,8,262,0.9949187636375427
sft,8,263,0.9974318742752075
sft,8,264,0.9971422553062439
sft,8,265,0.9981024861335754
sft,8,266,0.9973447918891907
sft,8,267,0.9985445737838745
sft,8,268,0.997391939163208
sft,8,269,0.9960758090019226
sft,8,270,0.9974821209907532
sft,8,271,0.9967129826545715
sft,8,272,0.9940975904464722
sft,8,273,0.994621217250824
sft,8,274,0.9983951449394226
sft,8,275,0.9976887702941895
sft,8,276,0.9974930286407471
sft,8,277,0.9978232979774475
sft,8,278,0.9949342608451843
sft,8,279,0.9954097270965576
sft,8,280,0.9976904392242432
sft,8,281,0.9970675110816956
sft,8,282,0.9974576830863953
sft,8,283,0.9965459108352661
sft,8,284,0.9980131983757019
sft,8,285,0.9973639249801636
sft,8,286,0.9969815015792847
sft,8,287,0.9960651397705078
sft,8,288,0.997358500957489
sft,8,289,0.9959377646446228
sft,8,290,0.9975644946098328
sft,8,291,0.9984097480773926
sft,8,292,0.9963588118553162
sft,8,293,0.9978280067443848
sft,8,294,0.9962578415870667
sft,8,295,0.997679591178894
sft,8,296,0.9968073964118958
sft,8,297,0.995627760887146
sft,8,298,0.9986745715141296
sft,8,299,0.9967777729034424
sft,8,300,0.99739009141922
sft,8,301,0.9974977970123291
sft,8,302,0.9966703653335571
sft,8,303,0.9962692856788635
sft,8,304,0.9982749819755554
sft,8,305,0.99842369556427
sft,8,306,0.9979742169380188
sft,8,307,0.9982160925865173
sft,8,308,0.9974461793899536
sft,8,309,0.9982768297195435
sft,8,310,0.9968778491020203
sft,8,311,0.9993513822555542
sft,8,312,0.9966098666191101
sft,8,313,0.993274986743927
sft,8,314,0.9986556768417358
sft,8,315,0.9983387589454651
sft,8,316,0.9979335069656372
sft,8,317,0.9977657198905945
sft,8,318,0.9980736970901489
sft,8,319,0.9974437952041626
sft,8,320,0.9989258646965027
sft,8,321,0.9956297278404236
sft,8,322,0.9987742304801941
sft,8,323,0.9987326264381409
sft,8,324,0.9983327388763428
sft,8,325,0.9978184103965759
sft,8,326,0.9989509582519531
sft,8,327,0.9977536201477051
sft,8,328,0.9972603917121887
sft,8,329,0.998120129108429
sft,8,330,0.9968839883804321
sft,8,331,0.9955378770828247
sft,8,332,0.9982002377510071
sft,8,333,0.9988614916801453
sft,8,334,0.9969918727874756
sft,8,335,0.9991375207901001
sft,8,336,0.9981178641319275
sft,8,337,0.9962122440338135
sft,8,338,0.9971693754196167
sft,8,339,0.9947146773338318
sft,8,340,0.9948244690895081
sft,8,341,0.9987437725067139
sft,8,342,0.9978546500205994
sft,8,343,0.9991453289985657
sft,8,344,0.998876690864563
sft,8,345,0.9991133809089661
sft,8,346,0.9943686127662659
sft,8,347,0.9965764284133911
sft,8,348,0.9975076913833618
sft,8,349,0.99741131067276
sft,8,350,0.996768593788147
sft,8,351,0.995492696762085
sft,8,352,0.9983391761779785
sft,8,353,0.998310923576355
sft,8,354,0.9964495897293091
sft,8,355,0.9985172152519226
sft,8,356,0.9984238147735596
sft,8,357,0.9981629848480225
sft,8,358,0.9976401925086975
sft,8,359,0.9984612464904785
sft,8,360,0.9972618818283081
sft,8,361,0.9978475570678711
sft,8,362,0.9940297603607178
sft,8,363,0.9982539415359497
sft,8,364,0.997406005859375
sft,8,365,0.9985689520835876
sft,8,366,0.9948078393936157
sft,8,367,0.997024655342102
sft,8,368,0.995326042175293
sft,8,369,0.9931136965751648
sft,8,370,0.9984235167503357
sft,8,371,0.993108332157135
sft,8,372,0.9947792887687683
sft,8,373,0.9984542727470398
sft,8,374,0.9970895648002625
sft,8,375,0.9966378211975098
sft,8,376,0.9970070123672485
sft,8,377,0.9967169761657715
sft,8,378,0.9961280226707458
sft,8,379,0.997931182384491
sft,8,380,0.9966613054275513
sft,8,381,0.9973769187927246
sft,8,382,0.9988692402839661
sft,8,383,0.9965154528617859
sft,8,384,0.9926961660385132
sft,8,385,0.9973419308662415
sft,8,386,0.9945935010910034
sft,8,387,0.9976099133491516
sft,8,388,0.9981226921081543
sft,8,389,0.9978713989257812
sft,8,390,0.9956050515174866
sft,8,391,0.9970295429229736
sft,8,392,0.9975511431694031
sft,8,393,0.9978578686714172
sft,8,394,0.9977961778640747
sft,8,395,0.9973453879356384
sft,8,396,0.9982852935791016
sft,8,397,0.9976486563682556
sft,8,398,0.9958499073982239
sft,8,399,0.996928334236145
sft,8,400,0.998437762260437
sft,8,401,0.9950113892555237
sft,8,402,0.9993436336517334
sft,8,403,0.9964351058006287
sft,8,404,0.9949808120727539
sft,8,405,0.9973955750465393
sft,8,406,0.9986139535903931
sft,8,407,0.998136579990387
sft,8,408,0.9968994855880737
sft,8,409,0.9930983185768127
sft,8,410,0.9984016418457031
sft,8,411,0.9944093823432922
sft,8,412,0.9989191293716431
sft,8,413,0.9957284331321716
sft,8,414,0.9977165460586548
sft,8,415,0.9976348280906677
sft,8,416,0.997630774974823
sft,8,417,0.9987856149673462
sft,8,418,0.9947607517242432
sft,8,419,0.9964264035224915
sft,8,420,0.9933915138244629
sft,8,421,0.9961259365081787
sft,8,422,0.9972250461578369
sft,8,423,0.9963414072990417
sft,8,424,0.9983739852905273
sft,8,425,0.9968154430389404
sft,8,426,0.9975625276565552
sft,8,427,0.9980515837669373
sft,8,428,0.9969943165779114
sft,8,429,0.9952656030654907
sft,8,430,0.9972036480903625
sft,8,431,0.9986103177070618
sft,8,432,0.9963594079017639
sft,8,433,0.9975571632385254
sft,8,434,0.9967926740646362
sft,8,435,0.9969043731689453
sft,8,436,0.9979850649833679
sft,8,437,0.9942038059234619
sft,8,438,0.9993307590484619
sft,8,439,0.9967631101608276
sft,8,440,0.9985072612762451
sft,8,441,0.9983009099960327
sft,8,442,0.9976533651351929
sft,8,443,0.9971784949302673
sft,8,444,0.9986699223518372
sft,8,445,0.9922149777412415
sft,8,446,0.997975766658783
sft,8,447,0.9972620606422424
sft,8,448,0.9984784126281738
sft,8,449,0.997094452381134
sft,8,450,0.9981037378311157
sft,8,451,0.9982749223709106
sft,8,452,0.997804582118988
sft,8,453,0.9986811876296997
sft,8,454,0.9977805614471436
sft,8,455,0.9982473850250244
sft,8,456,0.9973238110542297
sft,8,457,0.9948163032531738
sft,8,458,0.993168294429779
sft,8,459,0.9976003766059875
sft,8,460,0.9978148341178894
sft,8,461,0.9958027601242065
sft,8,462,0.9978382587432861
sft,8,463,0.9967948794364929
sft,8,464,0.994896411895752
sft,8,465,0.9956364631652832
sft,8,466,0.9986265897750854
sft,8,467,0.9975090026855469
sft,8,468,0.9929730892181396
sft,8,469,0.9956337809562683
sft,8,470,0.9982573986053467
sft,8,471,0.9964771866798401
sft,8,472,0.9972727298736572
sft,8,473,0.9966301918029785
sft,8,474,0.990249514579773
sft,8,475,0.9980250000953674
sft,8,476,0.9989086389541626
sft,8,477,0.9963847398757935
sft,8,478,0.9976373910903931
sft,8,479,0.9975972175598145
sft,8,480,0.9967918992042542
sft,8,481,0.9966443777084351
sft,8,482,0.9964099526405334
sft,8,483,0.9967991709709167
sft,8,484,0.9974223375320435
sft,8,485,0.9977225065231323
sft,8,486,0.9953877925872803
sft,8,487,0.9986875653266907
sft,8,488,0.997987687587738
sft,8,489,0.9963663816452026
sft,8,490,0.9961349368095398
sft,8,491,0.9954138398170471
sft,8,492,0.9978911280632019
sft,8,493,0.9988559484481812
sft,8,494,0.9971845149993896
sft,8,495,0.9958065748214722
sft,8,496,0.9970879554748535
sft,8,497,0.9980294108390808
sft,8,498,0.9963996410369873
sft,8,499,0.9979475736618042
sft,8,500,0.9971057176589966
sft,8,501,0.9965401887893677
sft,8,502,0.997222363948822
sft,8,503,0.9953126907348633
sft,8,504,0.9982571601867676
sft,8,505,0.9956427812576294
sft,8,506,0.9957153797149658
sft,8,507,0.9971596598625183
sft,8,508,0.997287392616272
sft,8,509,0.996985912322998
sft,8,510,0.9984259605407715
sft,8,511,0.9952903985977173
sft,8,512,0.9946581125259399
sft,8,513,0.9957578778266907
sft,8,514,0.9978324174880981
sft,8,515,0.9983534216880798
sft,8,516,0.9990935325622559
sft,8,517,0.9972120523452759
sft,8,518,0.9983816742897034
sft,8,519,0.9977401494979858
sft,8,520,0.997563898563385
sft,8,521,0.9980922341346741
sft,8,522,0.9955105781555176
sft,8,523,0.9977033138275146
sft,8,524,0.9976401925086975
sft,8,525,0.9968780279159546
sft,8,526,0.9983602166175842
sft,8,527,0.9986038208007812
sft,8,528,0.9923266172409058
sft,8,529,0.9986095428466797
sft,8,530,0.9969602823257446
sft,8,531,0.9984140396118164
sft,8,532,0.9982972145080566
sft,8,533,0.9964488744735718
sft,8,534,0.9983680844306946
sft,8,535,0.999136745929718
sft,8,536,0.9981012940406799
sft,8,537,0.9980306029319763
sft,8,538,0.998929500579834
sft,8,539,0.9972450733184814
sft,8,540,0.9982057213783264
sft,8,541,0.9975874423980713
sft,8,542,0.9977085590362549
sft,8,543,0.997972309589386
sft,8,544,0.9978373050689697
sft,8,545,0.99861079454422
sft,8,546,0.9976513385772705
sft,8,547,0.9973413348197937
sft,8,548,0.9985952973365784
sft,8,549,0.9964830279350281
sft,8,550,0.9985734224319458
sft,8,551,0.9966714382171631
sft,8,552,0.9985788464546204
sft,8,553,0.9980840682983398
sft,8,554,0.9950470924377441
sft,8,555,0.9945204854011536
sft,8,556,0.9969984292984009
sft,8,557,0.9966723322868347
sft,8,558,0.9954164028167725
sft,8,559,0.9966925382614136
sft,8,560,0.9966529011726379
sft,8,561,0.9980629086494446
sft,8,562,0.9966549873352051
sft,8,563,0.9974552392959595
sft,8,564,0.9963977336883545
sft,8,565,0.9981423616409302
sft,8,566,0.9982554316520691
sft,8,567,0.9957682490348816
sft,8,568,0.9964433312416077
sft,8,569,0.9985051155090332
sft,8,570,0.9940950274467468
sft,8,571,0.9953738451004028
sft,8,572,0.9981850981712341
sft,8,573,0.9968303442001343
sft,8,574,0.9994626045227051
sft,8,575,0.9978308081626892
sft,8,576,0.9971756935119629
sft,8,577,0.9958178997039795
sft,8,578,0.9965085387229919
sft,8,579,0.9972488880157471
sft,8,580,0.998031497001648
sft,8,581,0.996151328086853
sft,8,582,0.9971808195114136
sft,8,583,0.9944871068000793
sft,8,584,0.9965435266494751
sft,8,585,0.9973379373550415
